Nome_Posto,Nome_Municipio,Coordenada_Y,Coordenada_X,Ano_Inicio,Ano_Fim,Mes_Inicio,Mes_Fim,Total_dias_intervalo,Dias_dados_medidos,Dias_falhos,Percentual_dias_falhos,Total_meses_intervalo,Numero_meses_completos,Numero_meses_falha,Percentual_meses_falha,Total_anos_intervalo,Numero_anos_completos,Numero_anos_falha,Percentual_anos_falha,Precipitacao_media_anual,Mes_Jan,Mes_Fev,Mes_Mar,Mes_Apr,Mes_May,Mes_Jun,Mes_Jul,Mes_Aug,Mes_Sep,Mes_Oct,Mes_Nov,Mes_Dec
ARATUBA,Aratuba,"-4,4169444444444","-39,047111111111",1974,2023,1,12,18274,18221,53,"0,29",600,597,3,"0,5",50,48,2,"4,0","1178,0","114,5","131,7","207,2","222,0","181,6","143,9","86,3","23,4","9,4","10,1","13,2","34,2"
AREA SECA,Quixadá,"0,0","0,0",1988,2023,2,12,13158,609,12549,"95,37",432,2,430,"99,54",36,0,36,"100,0","24,7","999,0","999,0","999,0","999,0","999,0","11,9","58,7","999,0","999,0","999,0","999,0","999,0"
ARISCO DOS MARIANOS,Ocara,"-4,6420277777778","-38,557222222222",1997,2023,10,5,9867,4292,5575,"56,5",324,135,189,"58,33",27,9,18,"66,67","338,1","142,5","118,4","160,4","174,5","70,8","48,7","24,0","14,3","0,0","0,0","0,0","15,4"
ARNEIROZ,Arneiroz,"-6,3257777777778","-40,159027777778",1979,2023,1,12,16447,16439,8,"0,05",540,539,1,"0,19",45,44,1,"2,22","625,9","106,4","97,3","152,7","130,5","45,3","18,6","6,3","2,7","4,6","8,9","13,9","35,2"
AROEIRAS,Coreaú,"-3,6409166666667","-40,620416666667",2000,2023,11,12,8772,6092,2680,"30,55",288,194,94,"32,64",24,12,12,"50,0","463,4","105,8","111,2","160,3","154,0","59,9","31,3","4,7","0,0","0,0","0,0","1,2","16,7"
ARROJADO,Lavras da Mangabeira,"-6,6653611111111","-39,011722222222",1988,2023,2,12,13158,7037,6121,"46,52",432,214,218,"50,46",36,15,21,"58,33","446,7","100,3","128,7","198,6","146,9","79,5","7,4","6,7","5,5","0,0","4,5","20,8","19,2"
ARUARU,Morada Nova,"-4,5781388888889","-38,366583333333",1988,2023,2,12,13158,8457,4701,"35,73",432,264,168,"38,89",36,19,17,"47,22","393,0","73,5","108,2","161,1","147,1","86,8","28,3","11,5","0,2","0,0","0,0","0,0","4,0"
ASSARE,Assaré,"-6,8696388888889","-39,871861111111",1974,2023,1,12,18274,18246,28,"0,15",600,597,3,"0,5",50,47,3,"6,0","692,5","101,7","129,7","181,5","128,3","47,0","13,4","4,8","1,4","5,5","12,4","20,2","45,5"
ASSENTAMENTO MANDACARU,Irauçuba,"-3,8401388888889","-39,787333333333",2015,2023,1,12,3289,2993,296,"9,0",108,97,11,"10,19",9,7,2,"22,22","449,4","71,8","72,3","141,5","141,6","23,1","15,8","14,1","0,0","0,0","0,0","0,0","13,2"
ASSENTAMENTO NOVO CANAA,Quixeramobim,"-5,3628611111111","-39,316611111111",2010,2023,1,12,5116,5095,21,"0,41",168,167,1,"0,6",14,13,1,"7,14","642,6","59,1","90,3","144,9","114,4","97,4","60,1","42,0","5,5","2,6","2,8","7,5","16,2"
